stop_name,stop_id,published_line,bus_id,scheduled_arrival,predicted_arrival,actual_arrival,scheduled_delay_minutes,prediction_error_minutes,initial_distance,date,day_of_week,hour_of_day,timestamp
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6226,2025-04-20 16:54:10,2025-04-20 17:16:21,2025-04-20 16:39:43,22.1987,-36.6407,18 stops away,2025-04-20,Sunday,16,2025-04-20 16:39:43
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-17 14:22:48,2025-04-17 14:35:05,2025-04-17 14:16:44,12.2998,-18.3627,3 stops away,2025-04-17,Thursday,14,2025-04-17 14:16:44
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6226,2025-04-18 20:44:54,2025-04-18 20:59:18,2025-04-18 20:36:43,14.4151,-22.5829,4 stops away,2025-04-18,Friday,20,2025-04-18 20:36:43
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-19 15:51:03,2025-04-19 15:59:55,2025-04-19 16:03:12,8.8825,3.2689,10 stops away,2025-04-19,Saturday,15,2025-04-19 16:03:12
5 AV/UNION ST,308207,B63,MTA NYCT_758,2025-04-09 13:30:18,2025-04-09 13:39:05,2025-04-09 12:49:45,8.7875,-49.3314,7 stops away,2025-04-09,Wednesday,13,2025-04-09 12:49:45
5 AV/9 ST,308204,B63,MTA NYCT_381,2025-04-12 17:36:06,2025-04-12 18:13:24,2025-04-12 18:28:41,37.3072,15.2784,5 stops away,2025-04-12,Saturday,17,2025-04-12 18:28:41
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-20 11:03:06,2025-04-20 11:02:06,2025-04-20 11:02:26,-0.9842,0.3208,16 stops away,2025-04-20,Sunday,11,2025-04-20 11:02:26
5 AV/9 ST,308204,B63,MTA NYCT_772,2025-04-15 17:37:27,2025-04-15 17:49:47,2025-04-15 17:40:53,12.3371,-8.8953,13 stops away,2025-04-15,Tuesday,17,2025-04-15 17:40:53
5 AV/9 ST,308204,B63,MTA NYCT_772,2025-04-10 12:19:44,2025-04-10 12:34:44,2025-04-10 12:15:04,15.0009,-19.6612,6 stops away,2025-04-10,Thursday,12,2025-04-10 12:15:04
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5617,2025-04-18 23:42:42,2025-04-18 23:46:47,2025-04-18 23:17:15,4.0866,-29.5241,Unknown,2025-04-18,Friday,23,2025-04-18 23:17:15
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6226,2025-04-17 17:23:00,2025-04-17 17:30:04,2025-04-17 16:57:29,7.0686,-32.579,3 stops away,2025-04-17,Thursday,17,2025-04-17 16:57:29
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-17 20:14:01,2025-04-17 20:25:56,2025-04-17 19:55:52,11.929,-30.0694,19 stops away,2025-04-17,Thursday,20,2025-04-17 19:55:52
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6157,2025-04-18 07:37:11,2025-04-18 08:04:37,2025-04-18 08:22:11,27.4462,17.5659,14 stops away,2025-04-18,Friday,7,2025-04-18 08:22:11
5 AV/UNION ST,308207,B63,MTA NYCT_772,2025-04-12 09:58:55,2025-04-12 10:06:31,2025-04-12 09:57:06,7.6043,-9.416,6 stops away,2025-04-12,Saturday,9,2025-04-12 09:57:06
5 AV/UNION ST,308207,B63,MTA NYCT_373,2025-04-15 19:50:51,2025-04-15 20:07:35,2025-04-15 20:03:12,16.7473,-4.3866,3 stops away,2025-04-15,Tuesday,19,2025-04-15 20:03:12
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_263,2025-04-17 20:11:55,2025-04-17 20:25:03,2025-04-17 20:26:31,13.1456,1.4663,6 stops away,2025-04-17,Thursday,20,2025-04-17 20:26:31
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-12 10:08:36,2025-04-12 10:22:41,2025-04-12 09:41:20,14.0991,-41.3544,6 stops away,2025-04-12,Saturday,10,2025-04-12 09:41:20
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5528,2025-04-19 08:07:32,2025-04-19 08:33:36,2025-04-19 08:38:12,26.0817,4.5931,18 stops away,2025-04-19,Saturday,8,2025-04-19 08:38:12
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-07 09:02:33,2025-04-07 09:11:34,2025-04-07 08:57:47,9.0181,-13.7723,10 stops away,2025-04-07,Monday,9,2025-04-07 08:57:47
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5517,2025-04-16 14:20:33,2025-04-16 14:38:51,2025-04-16 14:19:44,18.3083,-19.1186,12 stops away,2025-04-16,Wednesday,14,2025-04-16 14:19:44
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_772,2025-04-17 19:15:02,2025-04-17 19:36:39,2025-04-17 20:13:10,21.6203,36.5211,10 stops away,2025-04-17,Thursday,19,2025-04-17 20:13:10
5 AV/9 ST,308204,B63,MTA NYCT_471,2025-04-10 16:17:08,2025-04-10 16:25:51,2025-04-10 15:41:24,8.7287,-44.4548,14 stops away,2025-04-10,Thursday,16,2025-04-10 15:41:24
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6226,2025-04-13 16:10:25,2025-04-13 16:29:17,2025-04-13 16:30:17,18.8737,1.0096,9 stops away,2025-04-13,Sunday,16,2025-04-13 16:30:17
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6157,2025-04-09 15:04:40,2025-04-09 15:15:12,2025-04-09 15:32:02,10.5376,16.831,7 stops away,2025-04-09,Wednesday,15,2025-04-09 15:32:02
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5508,2025-04-17 17:32:38,2025-04-17 17:34:18,2025-04-17 17:34:42,1.6828,0.3903,5 stops away,2025-04-17,Thursday,17,2025-04-17 17:34:42
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-07 21:15:04,2025-04-07 21:22:25,2025-04-07 21:45:00,7.3502,22.5853,18 stops away,2025-04-07,Monday,21,2025-04-07 21:45:00
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-12 16:23:58,2025-04-12 17:04:22,2025-04-12 16:33:12,40.4046,-31.1699,9 stops away,2025-04-12,Saturday,16,2025-04-12 16:33:12
5 AV/9 ST,308204,B63,MTA NYCT_418,2025-04-07 07:14:24,2025-04-07 07:26:08,2025-04-07 07:30:08,11.7431,3.9941,4 stops away,2025-04-07,Monday,7,2025-04-07 07:30:08
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5508,2025-04-20 18:06:33,2025-04-20 18:16:36,2025-04-20 18:01:02,10.0641,-15.5745,19 stops away,2025-04-20,Sunday,18,2025-04-20 18:01:02
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5508,2025-04-08 20:10:20,2025-04-08 20:23:02,2025-04-08 19:26:56,12.7158,-56.1015,13 stops away,2025-04-08,Tuesday,20,2025-04-08 19:26:56
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-18 17:50:34,2025-04-18 18:09:08,2025-04-18 17:39:38,18.5736,-29.5065,13 stops away,2025-04-18,Friday,17,2025-04-18 17:39:38
5 AV/UNION ST,308207,B63,MTA NYCT_418,2025-04-07 17:45:09,2025-04-07 17:57:36,2025-04-07 18:14:14,12.4627,16.6228,5 stops away,2025-04-07,Monday,17,2025-04-07 18:14:14
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5587,2025-04-18 17:23:45,2025-04-18 17:26:28,2025-04-18 17:29:28,2.7295,2.9912,20 stops away,2025-04-18,Friday,17,2025-04-18 17:29:28
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5517,2025-04-14 23:51:29,2025-04-14 23:58:34,2025-04-14 23:37:55,7.0902,-20.6418,9 stops away,2025-04-14,Monday,23,2025-04-14 23:37:55
5 AV/UNION ST,308207,B63,MTA NYCT_417,2025-04-17 19:19:26,2025-04-17 19:38:39,2025-04-17 19:31:24,19.2182,-7.2397,3 stops away,2025-04-17,Thursday,19,2025-04-17 19:31:24
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_431,2025-04-18 08:05:10,2025-04-18 08:31:11,2025-04-18 08:37:32,26.0253,6.3423,3 stops away,2025-04-18,Friday,8,2025-04-18 08:37:32
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6156,2025-04-14 19:00:27,2025-04-14 19:10:08,2025-04-14 18:42:18,9.6839,-27.8309,5 stops away,2025-04-14,Monday,19,2025-04-14 18:42:18
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6156,2025-04-17 23:56:34,2025-04-17 23:58:51,2025-04-17 23:26:25,2.2934,-32.4404,13 stops away,2025-04-17,Thursday,23,2025-04-17 23:26:25
5 AV/9 ST,308204,B63,MTA NYCT_381,2025-04-18 13:34:47,2025-04-18 14:12:21,2025-04-18 14:24:40,37.5673,12.3209,17 stops away,2025-04-18,Friday,13,2025-04-18 14:24:40
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-09 17:56:48,2025-04-09 17:58:19,2025-04-09 17:15:08,1.5238,-43.188,8 stops away,2025-04-09,Wednesday,17,2025-04-09 17:15:08
5 AV/9 ST,308204,B63,MTA NYCT_388,2025-04-20 10:22:03,2025-04-20 10:36:08,2025-04-20 10:33:23,14.0959,-2.7592,13 stops away,2025-04-20,Sunday,10,2025-04-20 10:33:23
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-12 20:15:53,2025-04-12 20:30:32,2025-04-12 20:10:26,14.6655,-20.1055,4 stops away,2025-04-12,Saturday,20,2025-04-12 20:10:26
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5519,2025-04-11 09:00:47,2025-04-11 09:17:56,2025-04-11 09:10:25,17.1505,-7.5029,13 stops away,2025-04-11,Friday,9,2025-04-11 09:10:25
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5784,2025-04-17 15:57:02,2025-04-17 16:10:15,2025-04-17 15:07:40,13.2301,-62.5803,20 stops away,2025-04-17,Thursday,15,2025-04-17 15:07:40
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-07 17:21:19,2025-04-07 17:37:08,2025-04-07 17:04:08,15.8201,-33.0025,1 stops away,2025-04-07,Monday,17,2025-04-07 17:04:08
5 AV/UNION ST,308207,B63,MTA NYCT_373,2025-04-12 07:27:31,2025-04-12 07:44:45,2025-04-12 08:34:42,17.2339,49.9572,17 stops away,2025-04-12,Saturday,7,2025-04-12 08:34:42
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_247,2025-04-08 20:00:09,2025-04-08 20:15:46,2025-04-08 19:54:24,15.6236,-21.372,9 stops away,2025-04-08,Tuesday,20,2025-04-08 19:54:24
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5503,2025-04-12 12:27:57,2025-04-12 12:45:47,2025-04-12 12:41:37,17.8353,-4.1555,9 stops away,2025-04-12,Saturday,12,2025-04-12 12:41:37
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-20 14:08:22,2025-04-20 14:21:56,2025-04-20 14:20:28,13.5708,-1.4708,1 stops away,2025-04-20,Sunday,14,2025-04-20 14:20:28
5 AV/UNION ST,308207,B63,MTA NYCT_772,2025-04-10 09:08:25,2025-04-10 09:53:23,2025-04-10 09:14:20,44.9709,-39.0457,11 stops away,2025-04-10,Thursday,9,2025-04-10 09:14:20
5 AV/9 ST,308204,B63,MTA NYCT_263,2025-04-14 21:17:07,2025-04-14 21:33:38,2025-04-14 20:59:01,16.5259,-34.6236,18 stops away,2025-04-14,Monday,21,2025-04-14 20:59:01
5 AV/UNION ST,308207,B63,MTA NYCT_407,2025-04-19 18:56:25,2025-04-19 19:18:29,2025-04-19 18:44:02,22.0828,-34.4573,13 stops away,2025-04-19,Saturday,18,2025-04-19 18:44:02
5 AV/9 ST,308204,B63,MTA NYCT_772,2025-04-19 08:09:22,2025-04-19 08:19:02,2025-04-19 07:58:04,9.6786,-20.9733,8 stops away,2025-04-19,Saturday,8,2025-04-19 07:58:04
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5503,2025-04-16 18:27:30,2025-04-16 18:58:41,2025-04-16 19:03:57,31.1917,5.267,16 stops away,2025-04-16,Wednesday,18,2025-04-16 19:03:57
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6144,2025-04-16 08:32:11,2025-04-16 08:35:03,2025-04-16 08:21:38,2.8671,-13.4048,4 stops away,2025-04-16,Wednesday,8,2025-04-16 08:21:38
5 AV/UNION ST,308207,B63,MTA NYCT_247,2025-04-10 14:50:51,2025-04-10 14:57:19,2025-04-10 14:15:30,6.4686,-41.8051,17 stops away,2025-04-10,Thursday,14,2025-04-10 14:15:30
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_263,2025-04-20 15:40:09,2025-04-20 15:48:18,2025-04-20 15:27:02,8.1554,-21.2629,5 stops away,2025-04-20,Sunday,15,2025-04-20 15:27:02
5 AV/UNION ST,308207,B63,MTA NYCT_418,2025-04-10 20:27:01,2025-04-10 21:00:08,2025-04-10 20:54:54,33.1271,-5.2308,3 stops away,2025-04-10,Thursday,20,2025-04-10 20:54:54
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5503,2025-04-15 09:40:14,2025-04-15 09:41:25,2025-04-15 09:14:36,1.1854,-26.8047,14 stops away,2025-04-15,Tuesday,9,2025-04-15 09:14:36
5 AV/UNION ST,308207,B63,MTA NYCT_386,2025-04-13 16:19:07,2025-04-13 16:47:08,2025-04-13 17:17:42,28.0226,30.5655,9 stops away,2025-04-13,Sunday,16,2025-04-13 17:17:42
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6144,2025-04-12 20:11:02,2025-04-12 20:07:33,2025-04-12 19:12:18,-3.4809,-55.242,Unknown,2025-04-12,Saturday,20,2025-04-12 19:12:18
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-11 14:58:38,2025-04-11 15:27:02,2025-04-11 15:20:52,28.4032,-6.1681,6 stops away,2025-04-11,Friday,14,2025-04-11 15:20:52
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5511,2025-04-12 12:06:42,2025-04-12 12:09:19,2025-04-12 12:06:17,2.6195,-3.0324,Unknown,2025-04-12,Saturday,12,2025-04-12 12:06:17
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_407,2025-04-12 17:23:47,2025-04-12 17:18:47,2025-04-12 17:04:15,-5.0,-14.5196,17 stops away,2025-04-12,Saturday,17,2025-04-12 17:04:15
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-17 09:37:24,2025-04-17 10:00:19,2025-04-17 10:05:43,22.9297,5.3927,Unknown,2025-04-17,Thursday,9,2025-04-17 10:05:43
5 AV/9 ST,308204,B63,MTA NYCT_772,2025-04-07 16:58:56,2025-04-07 17:04:45,2025-04-07 16:52:00,5.8228,-12.7398,7 stops away,2025-04-07,Monday,16,2025-04-07 16:52:00
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5784,2025-04-08 07:34:39,2025-04-08 07:41:36,2025-04-08 07:32:31,6.9508,-9.0705,16 stops away,2025-04-08,Tuesday,7,2025-04-08 07:32:31
5 AV/9 ST,308204,B63,MTA NYCT_406,2025-04-09 08:35:45,2025-04-09 08:43:05,2025-04-09 08:19:40,7.3343,-23.4169,18 stops away,2025-04-09,Wednesday,8,2025-04-09 08:19:40
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5519,2025-04-17 18:58:27,2025-04-17 19:04:30,2025-04-17 19:03:59,6.0534,-0.5132,Unknown,2025-04-17,Thursday,18,2025-04-17 19:03:59
5 AV/UNION ST,308207,B63,MTA NYCT_403,2025-04-16 09:08:18,2025-04-16 09:37:59,2025-04-16 09:18:19,29.6953,-19.6658,Unknown,2025-04-16,Wednesday,9,2025-04-16 09:18:19
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_263,2025-04-18 19:31:43,2025-04-18 19:44:32,2025-04-18 18:58:37,12.825,-45.9153,17 stops away,2025-04-18,Friday,19,2025-04-18 18:58:37
5 AV/9 ST,308204,B63,MTA NYCT_469,2025-04-19 15:35:49,2025-04-19 15:43:16,2025-04-19 15:27:35,7.4527,-15.6782,20 stops away,2025-04-19,Saturday,15,2025-04-19 15:27:35
5 AV/UNION ST,308207,B63,MTA NYCT_403,2025-04-07 08:13:37,2025-04-07 08:58:37,2025-04-07 08:19:58,45.0,-38.6365,17 stops away,2025-04-07,Monday,8,2025-04-07 08:19:58
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6226,2025-04-20 11:45:17,2025-04-20 12:07:43,2025-04-20 12:14:41,22.4455,6.9623,6 stops away,2025-04-20,Sunday,11,2025-04-20 12:14:41
5 AV/9 ST,308204,B63,MTA NYCT_471,2025-04-10 09:40:09,2025-04-10 10:02:28,2025-04-10 10:25:54,22.3281,23.4338,9 stops away,2025-04-10,Thursday,9,2025-04-10 10:25:54
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5528,2025-04-19 09:15:52,2025-04-19 09:35:36,2025-04-19 09:29:25,19.7443,-6.1779,4 stops away,2025-04-19,Saturday,9,2025-04-19 09:29:25
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-16 22:20:05,2025-04-16 22:28:31,2025-04-16 22:40:22,8.4339,11.8644,18 stops away,2025-04-16,Wednesday,22,2025-04-16 22:40:22
5 AV/UNION ST,308207,B63,MTA NYCT_247,2025-04-16 09:03:40,2025-04-16 09:36:23,2025-04-16 09:08:16,32.73,-28.1216,12 stops away,2025-04-16,Wednesday,9,2025-04-16 09:08:16
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5517,2025-04-11 22:34:42,2025-04-11 22:35:36,2025-04-11 22:16:37,0.9005,-18.9816,19 stops away,2025-04-11,Friday,22,2025-04-11 22:16:37
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-11 19:40:38,2025-04-11 19:46:19,2025-04-11 19:30:22,5.6997,-15.9662,15 stops away,2025-04-11,Friday,19,2025-04-11 19:30:22
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6226,2025-04-10 16:51:54,2025-04-10 17:26:25,2025-04-10 17:01:56,34.5273,-24.4808,5 stops away,2025-04-10,Thursday,16,2025-04-10 17:01:56
5 AV/UNION ST,308207,B63,MTA NYCT_247,2025-04-12 10:30:05,2025-04-12 10:39:43,2025-04-12 10:26:22,9.636,-13.338,15 stops away,2025-04-12,Saturday,10,2025-04-12 10:26:22
5 AV/9 ST,308204,B63,MTA NYCT_263,2025-04-16 14:46:11,2025-04-16 15:05:53,2025-04-16 14:02:43,19.7117,-63.1768,1 stops away,2025-04-16,Wednesday,14,2025-04-16 14:02:43
5 AV/UNION ST,308207,B63,MTA NYCT_403,2025-04-20 13:38:12,2025-04-20 13:43:02,2025-04-20 13:33:01,4.843,-10.0241,Unknown,2025-04-20,Sunday,13,2025-04-20 13:33:01
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6144,2025-04-14 20:25:06,2025-04-14 20:47:48,2025-04-14 20:22:34,22.7007,-25.229,5 stops away,2025-04-14,Monday,20,2025-04-14 20:22:34
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_772,2025-04-13 13:07:52,2025-04-13 13:02:52,2025-04-13 13:01:40,-5.0,-1.1927,Unknown,2025-04-13,Sunday,13,2025-04-13 13:01:40
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_248,2025-04-10 18:17:09,2025-04-10 18:27:47,2025-04-10 17:47:28,10.6491,-40.3166,20 stops away,2025-04-10,Thursday,18,2025-04-10 17:47:28
5 AV/9 ST,308204,B63,MTA NYCT_772,2025-04-15 18:21:54,2025-04-15 18:32:41,2025-04-15 18:14:06,10.7896,-18.5826,7 stops away,2025-04-15,Tuesday,18,2025-04-15 18:14:06
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-16 20:52:10,2025-04-16 20:59:31,2025-04-16 19:57:14,7.3597,-62.2833,16 stops away,2025-04-16,Wednesday,20,2025-04-16 19:57:14
5 AV/9 ST,308204,B63,MTA NYCT_406,2025-04-15 17:40:34,2025-04-15 18:10:45,2025-04-15 18:23:43,30.1876,12.9738,2 stops away,2025-04-15,Tuesday,17,2025-04-15 18:23:43
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-15 19:26:09,2025-04-15 19:44:11,2025-04-15 19:04:59,18.0379,-39.1927,Unknown,2025-04-15,Tuesday,19,2025-04-15 19:04:59
5 AV/9 ST,308204,B63,MTA NYCT_771,2025-04-13 13:22:41,2025-04-13 13:30:58,2025-04-13 13:16:14,8.2873,-14.7336,13 stops away,2025-04-13,Sunday,13,2025-04-13 13:16:14
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_439,2025-04-09 23:14:06,2025-04-09 23:26:24,2025-04-09 23:26:16,12.3128,-0.1412,10 stops away,2025-04-09,Wednesday,23,2025-04-09 23:26:16
5 AV/UNION ST,308207,B63,MTA NYCT_407,2025-04-08 11:59:58,2025-04-08 12:06:13,2025-04-08 11:53:24,6.2595,-12.8196,Unknown,2025-04-08,Tuesday,11,2025-04-08 11:53:24
5 AV/9 ST,308204,B63,MTA NYCT_403,2025-04-13 15:38:11,2025-04-13 15:52:04,2025-04-13 16:08:57,13.8869,16.8864,5 stops away,2025-04-13,Sunday,15,2025-04-13 16:08:57
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5508,2025-04-20 12:56:06,2025-04-20 13:12:05,2025-04-20 13:14:33,15.9883,2.469,16 stops away,2025-04-20,Sunday,12,2025-04-20 13:14:33
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5784,2025-04-11 19:45:51,2025-04-11 19:59:03,2025-04-11 20:14:58,13.2125,15.9055,Unknown,2025-04-11,Friday,19,2025-04-11 20:14:58
5 AV/9 ST,308204,B63,MTA NYCT_248,2025-04-12 10:28:46,2025-04-12 10:42:14,2025-04-12 10:09:02,13.483,-33.2118,16 stops away,2025-04-12,Saturday,10,2025-04-12 10:09:02
5 AV/9 ST,308204,B63,MTA NYCT_758,2025-04-13 21:17:09,2025-04-13 21:39:04,2025-04-13 21:39:34,21.9286,0.498,Unknown,2025-04-13,Sunday,21,2025-04-13 21:39:34
5 AV/9 ST,308204,B63,MTA NYCT_373,2025-04-12 13:27:30,2025-04-12 13:33:44,2025-04-12 13:08:46,6.2341,-24.9606,14 stops away,2025-04-12,Saturday,13,2025-04-12 13:08:46
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5517,2025-04-19 21:58:15,2025-04-19 22:10:46,2025-04-19 22:06:11,12.5209,-4.5772,18 stops away,2025-04-19,Saturday,21,2025-04-19 22:06:11
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6156,2025-04-15 19:24:05,2025-04-15 19:38:15,2025-04-15 19:30:23,14.177,-7.8612,14 stops away,2025-04-15,Tuesday,19,2025-04-15 19:30:23
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_431,2025-04-10 11:13:54,2025-04-10 11:40:50,2025-04-10 11:49:25,26.9496,8.5772,Unknown,2025-04-10,Thursday,11,2025-04-10 11:49:25
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5517,2025-04-08 06:22:23,2025-04-08 06:36:30,2025-04-08 06:42:15,14.1204,5.7612,5 stops away,2025-04-08,Tuesday,6,2025-04-08 06:42:15
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5517,2025-04-20 19:59:58,2025-04-20 20:01:11,2025-04-20 19:55:12,1.2235,-5.9883,7 stops away,2025-04-20,Sunday,19,2025-04-20 19:55:12
5 AV/9 ST,308204,B63,MTA NYCT_248,2025-04-08 21:45:09,2025-04-08 22:13:01,2025-04-08 21:53:43,27.8791,-19.3074,1 stops away,2025-04-08,Tuesday,21,2025-04-08 21:53:43
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5511,2025-04-07 17:42:37,2025-04-07 17:50:33,2025-04-07 17:21:52,7.9427,-28.6927,Unknown,2025-04-07,Monday,17,2025-04-07 17:21:52
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_381,2025-04-09 11:05:15,2025-04-09 11:08:29,2025-04-09 10:36:55,3.2381,-31.5614,Unknown,2025-04-09,Wednesday,11,2025-04-09 10:36:55
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5517,2025-04-19 11:47:08,2025-04-19 11:53:59,2025-04-19 11:08:59,6.8507,-44.985,10 stops away,2025-04-19,Saturday,11,2025-04-19 11:08:59
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6157,2025-04-12 14:41:44,2025-04-12 14:51:51,2025-04-12 14:56:46,10.1328,4.9172,Unknown,2025-04-12,Saturday,14,2025-04-12 14:56:46
5 AV/9 ST,308204,B63,MTA NYCT_406,2025-04-17 06:48:11,2025-04-17 06:52:58,2025-04-17 07:11:13,4.7841,18.2586,1 stops away,2025-04-17,Thursday,6,2025-04-17 07:11:13
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5586,2025-04-14 16:53:16,2025-04-14 17:18:31,2025-04-14 17:26:13,25.2626,7.6915,17 stops away,2025-04-14,Monday,16,2025-04-14 17:26:13
5 AV/UNION ST,308207,B63,MTA NYCT_247,2025-04-09 09:05:33,2025-04-09 09:15:54,2025-04-09 09:19:47,10.3626,3.8847,5 stops away,2025-04-09,Wednesday,9,2025-04-09 09:19:47
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_373,2025-04-16 06:25:11,2025-04-16 06:28:24,2025-04-16 06:33:03,3.2186,4.6571,18 stops away,2025-04-16,Wednesday,6,2025-04-16 06:33:03
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-14 10:41:25,2025-04-14 10:55:22,2025-04-14 10:52:44,13.9606,-2.6297,6 stops away,2025-04-14,Monday,10,2025-04-14 10:52:44
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-13 11:06:06,2025-04-13 11:06:06,2025-04-13 10:32:09,0.0074,-33.9466,Unknown,2025-04-13,Sunday,11,2025-04-13 10:32:09
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5587,2025-04-10 09:34:06,2025-04-10 10:00:27,2025-04-10 09:25:21,26.3647,-35.0986,Unknown,2025-04-10,Thursday,9,2025-04-10 09:25:21
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_417,2025-04-10 16:40:59,2025-04-10 17:05:38,2025-04-10 16:21:29,24.6559,-44.1541,Unknown,2025-04-10,Thursday,16,2025-04-10 16:21:29
5 AV/UNION ST,308207,B63,MTA NYCT_758,2025-04-16 06:50:30,2025-04-16 07:10:12,2025-04-16 06:28:57,19.7095,-41.2433,Unknown,2025-04-16,Wednesday,6,2025-04-16 06:28:57
5 AV/UNION ST,308207,B63,MTA NYCT_417,2025-04-07 22:48:18,2025-04-07 23:00:20,2025-04-07 22:59:16,12.0362,-1.0647,17 stops away,2025-04-07,Monday,22,2025-04-07 22:59:16
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5617,2025-04-13 17:08:44,2025-04-13 17:14:50,2025-04-13 17:12:50,6.1162,-2.0075,11 stops away,2025-04-13,Sunday,17,2025-04-13 17:12:50
5 AV/UNION ST,308207,B63,MTA NYCT_386,2025-04-19 18:01:37,2025-04-19 18:19:56,2025-04-19 17:53:41,18.3206,-26.2439,16 stops away,2025-04-19,Saturday,18,2025-04-19 17:53:41
